y,agency,commissionPercent,metroDistance,metroStation,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area,vip
2,Yes,0,5700,Горьковская,Автозаводская линия,1-к квартира,37.0,6,6,1569590640,1 день назад,56.285818000000006,44.07165300000001,603087,Нижегородский район,No
2,Yes,0,1300,Парк Культуры,Автозаводская линия,2-к квартира,54.0,8,10,1569589500,1 день назад,56.233824,43.844901,603142,Автозаводский район,No
2,No,0,900,Ленинская,Автозаводская линия,1-к квартира,35.0,5,23,1569589380,1 день назад,56.301359,43.950866,603132,Ленинский район,No
2,Yes,40,2900,Горьковская,Автозаводская линия,2-к квартира,38.0,1,4,1569588300,1 день назад,56.294270999999995,44.025946999999995,603146,Советский район,No
2,No,0,500,Чкаловская,Автозаводская линия,1-к квартира,30.0,1,3,1569589020,1 день назад,56.308425,43.94100200000001,603059,Ленинский район,No
4,No,0,500,Горьковская,Автозаводская линия,3-к квартира,86.0,4,10,1569587340,1 день назад,56.309774,43.994766,603000,Нижегородский район,Yes
2,Yes,0,700,Двигатель Революции,Автозаводская линия,2-к квартира,50.0,2,5,1569585300,1 день назад,56.279061999999996,43.932019,603076,Ленинский район,No
2,Yes,0,7000,Горьковская,Автозаводская линия,1-к квартира,40.0,14,21,1569585120,1 день назад,56.27684300000001,44.086332,607680,Кстовский район,Yes
2,Yes,70,2200,Горьковская,Автозаводская линия,1-к квартира,35.0,8,9,1569585180,1 день назад,56.320223,44.028525,603155,Нижегородский район,No
4,Yes,0,500,Парк Культуры,Автозаводская линия,3-к квартира,65.5,3,4,1569584700,1 день назад,56.245305,43.854575,603004,Автозаводский район,Yes
3,No,0,3100,Горьковская,Автозаводская линия,Студия,30.0,5,18,1569585000,1 день назад,56.286637,43.98608,603081,Советский район,No
4,Yes,70,900,Горьковская,Автозаводская линия,4-к квартира,245.0,3,4,1569585480,1 день назад,56.314246999999995,43.980411,603000,Нижегородский район,No
1,Yes,60,2700,Буревестник,Сормовская линия,1-к квартира,37.0,4,9,1569583020,1 день назад,56.348302000000004,43.857585,603003,Сормовский район,No
2,No,0,1500,Горьковская,Автозаводская линия,Студия,22.0,10,14,1569582780,1 день назад,56.30315699999999,43.980995,603022,Советский район,No
2,No,0,600,Заречная,Автозаводская линия,2-к квартира,43.0,5,5,1569582720,1 день назад,56.281516,43.922632,603135,Ленинский район,No
3,Yes,50,4200,Горьковская,Автозаводская линия,2-к квартира,70.0,10,17,1569581580,2 дня назад,56.317992000000004,44.063155,603093,Нижегородский район,No
1,Yes,67,5400,Парк Культуры,Автозаводская линия,1-к квартира,34.5,1,3,1569578580,2 дня назад,56.193316,43.85754,607635,Богородский район,No
2,Yes,60,5100,Двигатель Революции,Автозаводская линия,2-к квартира,50.0,3,9,1569578460,2 дня назад,56.291518999999994,43.843733,603033,Канавинский район,No
4,No,0,4200,Двигатель Революции,Автозаводская линия,3-к квартира,90.0,3,9,1569579660,2 дня назад,56.257603,43.98034000000001,603062,Приокский район,No
4,Yes,70,2200,Горьковская,Автозаводская линия,Студия,35.0,7,9,1569579420,2 дня назад,56.320223,44.028525,603155,Нижегородский район,No
2,No,0,4000,Горьковская,Автозаводская линия,2-к квартира,45.0,2,5,1569577860,2 дня назад,56.290119999999995,44.044039,603122,Советский район,No
3,No,70,4500,Горьковская,Автозаводская линия,2-к квартира,53.0,4,9,1569577800,2 дня назад,56.29539499999999,44.059490000000004,603163,Нижегородский район,No
1,Yes,50,2900,Буревестник,Сормовская линия,1-к квартира,30.0,2,5,1569576960,2 дня назад,56.329896,43.846814,603035,Московский район,No
4,Yes,0,500,Стрелка,Сормовская линия,2-к квартира,56.0,9,12,1569578580,2 дня назад,56.33891800000001,43.932926,603070,Канавинский район,No
1,Yes,0,3000,Бурнаковская,Сормовская линия,1-к квартира,32.0,3,5,1569576120,2 дня назад,56.303886,43.884058,603108,Канавинский район,No
2,Yes,60,3900,Буревестник,Сормовская линия,1-к квартира,37.0,3,11,1569576780,2 дня назад,56.342401,43.830851,603037,Сормовский район,No
4,No,0,4800,Горьковская,Автозаводская линия,3-к квартира,84.0,8,10,1569576120,2 дня назад,56.301324,44.068545,603163,Нижегородский район,No
1,Yes,60,5500,Буревестник,Сормовская линия,1-к квартира,22.0,1,9,1569574500,2 дня назад,56.360726,43.818248,603139,Сормовский район,No
4,No,0,4800,Автозаводская,Автозаводская линия,3-к квартира,63.0,3,9,1569574980,2 дня назад,56.223381,43.950354,603137,Приокский район,No
4,Yes,70,700,Горьковская,Автозаводская линия,1-к квартира,46.0,12,18,1569575580,2 дня назад,56.313628,43.984165999999995,603000,Нижегородский район,No
3,Yes,70,800,Стрелка,Сормовская линия,1-к квартира,45.0,7,18,1569573600,2 дня назад,56.342042000000006,43.952743,603159,Канавинский район,No
1,Yes,10,900,Стрелка,Сормовская линия,2-к квартира,45.0,2,5,1569572280,2 дня назад,56.328683,43.958394,603070,Канавинский район,No
3,No,0,4800,Горьковская,Автозаводская линия,2-к квартира,58.0,7,10,1569573300,2 дня назад,56.30240300000001,44.070071999999996,603163,Нижегородский район,No
1,No,0,2700,Парк Культуры,Автозаводская линия,1-к квартира,35.0,7,9,1569571500,2 дня назад,56.231103000000004,43.820987,603142,Автозаводский район,No
2,No,0,1300,Буревестник,Сормовская линия,3-к квартира,64.0,3,9,1569571140,2 дня назад,56.338125,43.872632,603157,Московский район,No
