y,agency,commissionPercent,metroDistance,metroStation,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area,vip
2,Yes,0,300,Пролетарская,Автозаводская линия,2-к квартира,55.0,2,5,1569144300,1 неделю назад,56.264556999999996,43.911744,603064,Ленинский район,No
2,Yes,50,6100,Буревестник,Сормовская линия,2-к квартира,43.0,5,9,1569140580,1 неделю назад,56.363618,43.80877,603158,Сормовский район,No
2,Yes,60,300,Заречная,Автозаводская линия,1-к квартира,32.0,2,5,1569140580,1 неделю назад,56.28793100000001,43.932765,603140,Ленинский район,No
2,Yes,0,900,Чкаловская,Автозаводская линия,1-к квартира,31.0,2,3,1569136680,1 неделю назад,56.30590400000001,43.94385,603011,Ленинский район,No
4,No,0,6000,Горьковская,Автозаводская линия,2-к квартира,66.0,5,9,1569145380,1 неделю назад,56.286048,44.078121,603087,Нижегородский район,No
2,No,0,900,Стрелка,Сормовская линия,1-к квартира,34.0,5,5,1569140520,1 неделю назад,56.33065500000001,43.961079999999995,603070,Канавинский район,No
4,No,0,1300,Буревестник,Сормовская линия,3-к квартира,65.0,6,9,1569137220,1 неделю назад,56.33804,43.873638,603157,Московский район,No
2,Yes,50,300,Заречная,Автозаводская линия,2-к квартира,46.0,4,5,1569136380,1 неделю назад,56.283315,43.927213,603076,Ленинский район,No
2,No,0,1500,Горьковская,Автозаводская линия,Студия,21.0,13,14,1569134160,1 неделю назад,56.301793,43.982639,603022,Советский район,No
2,No,60,300,Канавинская,Сормовская линия,1-к квартира,29.3,2,6,1569133620,1 неделю назад,56.322375,43.925982,603079,Московский район,No
2,Yes,67,300,Ленинская,Автозаводская линия,2-к квартира,42.0,1,2,1569133980,1 неделю назад,56.299076,43.93228,603011,Канавинский район,No
3,Yes,70,1200,Парк Культуры,Автозаводская линия,1-к квартира,45.0,14,17,1569138120,1 неделю назад,56.237832,43.84217,603142,Автозаводский район,No
4,Yes,0,2800,Московская,Сормовская линия,3-к квартира,88.0,4,9,1569131460,1 неделю назад,56.345813,43.937884999999994,603159,Канавинский район,No
4,Yes,70,5400,Горьковская,Автозаводская линия,1-к квартира,48.0,11,23,1569136620,1 неделю назад,56.307472,44.081165999999996,603093,Нижегородский район,No
4,Yes,70,1900,Горьковская,Автозаводская линия,2-к квартира,46.0,12,25,1569136620,1 неделю назад,56.30008,43.976917,603022,Советский район,No
4,Yes,30,800,Заречная,Автозаводская линия,2-к квартира,65.0,14,16,1569133800,1 неделю назад,56.283665,43.941353,603076,Ленинский район,No
1,Yes,60,1200,Кировская,Автозаводская линия,1-к квартира,36.0,1,9,1569126900,1 неделю назад,56.252712,43.862031,603138,Автозаводский район,No
2,No,0,4400,Пролетарская,Автозаводская линия,1-к квартира,30.0,4,5,1569118740,1 неделю назад,56.246005000000004,43.973926,603152,Приокский район,No
2,No,80,4400,Автозаводская,Автозаводская линия,1-к квартира,52.0,12,19,1569110460,1 неделю назад,56.227284999999995,43.947686,603137,Приокский район,No
2,No,0,5900,Горьковская,Автозаводская линия,1-к квартира,37.0,15,19,1569094860,1 неделю назад,56.263062,44.02088,603136,Приокский район,No
2,Yes,70,4000,Заречная,Автозаводская линия,1-к квартира,32.0,5,9,1569091680,1 неделю назад,56.26923100000001,43.985199,603009,Приокский район,No
3,Yes,70,5200,Горьковская,Автозаводская линия,3-к квартира,65.0,2,9,1569090840,1 неделю назад,56.292007999999996,44.069776,603163,Нижегородский район,No
1,Yes,50,4600,Буревестник,Сормовская линия,1-к квартира,32.0,3,5,1569089400,1 неделю назад,56.341278,43.81902,603037,Сормовский район,No
4,Yes,0,2000,Горьковская,Автозаводская линия,3-к квартира,64.0,7,9,1569092640,1 неделю назад,56.310478,44.026199,603089,Советский район,No
4,No,0,2300,Горьковская,Автозаводская линия,3-к квартира,93.0,7,10,1569089940,1 неделю назад,56.309464,44.030744,603089,Советский район,No
2,No,50,4000,Автозаводская,Автозаводская линия,1-к квартира,34.0,1,12,1569084660,1 неделю назад,56.232163,43.949869,603137,Приокский район,No
2,No,0,3600,Горьковская,Автозаводская линия,1-к квартира,31.0,2,5,1569083340,1 неделю назад,56.299645999999996,44.047748999999996,603106,Советский район,No
4,Yes,0,1800,Горьковская,Автозаводская линия,2-к квартира,62.0,7,9,1569092460,1 неделю назад,56.31493100000001,44.023584,603024,Советский район,No
2,No,0,3200,Горьковская,Автозаводская линия,2-к квартира,46.0,4,5,1569083760,1 неделю назад,56.301993,44.042287,603106,Советский район,No
3,No,0,2700,Буревестник,Сормовская линия,2-к квартира,44.0,8,9,1569085560,1 неделю назад,56.349998,43.859857,603003,Сормовский район,No
2,No,0,3800,Двигатель Революции,Автозаводская линия,1-к квартира,35.0,2,2,1569078900,1 неделю назад,56.266542,43.98007,603009,Приокский район,No
3,No,0,3100,Горьковская,Автозаводская линия,2-к квартира,40.0,2,9,1569069900,1 неделю назад,56.31654399999999,44.045387,603093,Нижегородский район,No
4,Yes,70,2700,Горьковская,Автозаводская линия,4-к квартира,125.0,7,10,1569072480,1 неделю назад,56.310413,44.037517,603089,Советский район,No
1,Yes,60,5700,Буревестник,Сормовская линия,1-к квартира,32.0,3,5,1569063480,1 неделю назад,56.367722,43.822523,603158,Сормовский район,No
2,No,90,4500,Горьковская,Автозаводская линия,2-к квартира,50.2,2,9,1569061980,1 неделю назад,56.29539499999999,44.059490000000004,603163,Нижегородский район,No
3,No,50,3900,Буревестник,Сормовская линия,2-к квартира,60.0,6,10,1569069720,1 неделю назад,56.359704,43.851045,603040,Сормовский район,No
3,Yes,50,3900,Автозаводская,Автозаводская линия,1-к квартира,37.0,9,25,1569323460,5 дней назад,56.238202,43.955115,603107,Приокский район,No
2,Yes,50,6000,Буревестник,Сормовская линия,2-к квартира,45.0,5,9,1569319920,5 дней назад,56.362805,43.810333,603158,Сормовский район,No
2,No,60,400,Двигатель Революции,Автозаводская линия,1-к квартира,35.0,3,10,1569319200,5 дней назад,56.27965699999999,43.927446999999994,603076,Ленинский район,No
3,Yes,60,900,Стрелка,Сормовская линия,1-к квартира,46.0,11,17,1569320160,5 дней назад,56.337470999999994,43.936133,603070,Канавинский район,No
3,Yes,50,1000,Буревестник,Сормовская линия,2-к квартира,51.0,3,5,1569319380,5 дней назад,56.334787,43.876216,603157,Московский район,No
3,Yes,50,800,Парк Культуры,Автозаводская линия,3-к квартира,70.0,3,5,1569317640,5 дней назад,56.242433999999996,43.847344,603101,Автозаводский район,No
4,Yes,70,4200,Горьковская,Автозаводская линия,2-к квартира,67.0,9,9,1569322860,5 дней назад,56.317992000000004,44.063155,603093,Нижегородский район,No
2,Yes,50,2000,Горьковская,Автозаводская линия,1-к квартира,32.0,4,9,1569319020,5 дней назад,56.318022,44.026934999999995,603024,Советский район,No
4,No,50,3500,Заречная,Автозаводская линия,3-к квартира,74.0,1,5,1569318420,5 дней назад,56.270311,43.978381,603009,Приокский район,No
2,Yes,50,6000,Буревестник,Сормовская линия,2-к квартира,48.0,2,9,1569316740,5 дней назад,56.363698,43.810961999999996,603158,Сормовский район,No
1,No,60,6500,Парк Культуры,Автозаводская линия,2-к квартира,48.0,1,2,1569316020,5 дней назад,56.183599,43.875991,607635,Богородский район,No
2,Yes,70,1600,Парк Культуры,Автозаводская линия,1-к квартира,40.0,5,12,1569319380,5 дней назад,56.255322,43.852258,603138,Автозаводский район,No
3,Yes,50,3300,Буревестник,Сормовская линия,3-к квартира,70.0,2,5,1569315840,5 дней назад,56.331778,43.839321999999996,603148,Московский район,No
2,Yes,80,3800,Горьковская,Автозаводская линия,1-к квартира,52.0,3,5,1569317760,5 дней назад,56.296724,44.047703999999996,603106,Советский район,No
2,No,0,3300,Горьковская,Автозаводская линия,1-к квартира,31.6,7,9,1569315120,5 дней назад,56.295030000000004,44.035694,603122,Советский район,No
2,Yes,50,800,Парк Культуры,Автозаводская линия,2-к квартира,48.0,5,9,1569314940,5 дней назад,56.236796,43.870484999999995,603016,Автозаводский район,No
2,No,0,5100,Пролетарская,Автозаводская линия,2-к квартира,49.0,9,9,1569314520,5 дней назад,56.238442000000006,43.978398999999996,603152,Приокский район,No
3,No,0,600,Канавинская,Сормовская линия,1-к квартира,48.0,11,18,1569316500,5 дней назад,56.32530500000001,43.930151,603116,Канавинский район,No
3,Yes,50,100,Заречная,Автозаводская линия,3-к квартира,75.0,5,9,1569313980,5 дней назад,56.263027,43.909048999999996,603064,Ленинский район,No
2,No,70,4900,Автозаводская,Автозаводская линия,1-к квартира,34.0,3,10,1569315180,5 дней назад,56.223806999999994,43.953049,603137,Приокский район,No
3,No,0,1500,Буревестник,Сормовская линия,2-к квартира,57.0,3,9,1569317760,5 дней назад,56.326028,43.872739,603157,Московский район,No
2,Yes,0,9600,Горьковская,Автозаводская линия,1-к квартира,36.0,12,12,1569314460,5 дней назад,56.232614,43.944317,603137,Приокский район,No
3,No,0,5200,Горьковская,Автозаводская линия,2-к квартира,56.0,1,10,1569316080,5 дней назад,56.277063,44.045863,603162,Советский район,No
4,Yes,70,3200,Ленинская,Автозаводская линия,3-к квартира,110.0,14,16,1569317700,5 дней назад,56.284983999999994,43.984238,603081,Советский район,No
2,No,0,500,Ленинская,Автозаводская линия,1-к квартира,32.0,1,2,1569315300,5 дней назад,56.30076500000001,43.931184,603011,Канавинский район,No
2,Yes,50,1900,Буревестник,Сормовская линия,2-к квартира,42.0,3,5,1569312960,5 дней назад,56.345639,43.870546999999995,603003,Сормовский район,No
2,Yes,55,4000,Буревестник,Сормовская линия,2-к квартира,47.0,8,9,1569311700,5 дней назад,56.360296999999996,43.849554,603040,Сормовский район,No
2,Yes,60,5400,Горьковская,Автозаводская линия,2-к квартира,51.0,6,10,1569312060,5 дней назад,56.288376,44.068903999999996,603087,Нижегородский район,No
2,Yes,50,5600,Буревестник,Сормовская линия,2-к квартира,48.0,2,5,1569312180,5 дней назад,56.358637,43.813019,603139,Сормовский район,No
1,Yes,65,6000,Буревестник,Сормовская линия,1-к квартира,32.0,2,9,1569312000,5 дней назад,56.35939000000001,43.806731,603139,Сормовский район,No
2,Yes,70,4900,Горьковская,Автозаводская линия,1-к квартира,39.0,7,9,1569311280,5 дней назад,56.298646999999995,44.069318,603163,Нижегородский район,No
4,Yes,70,1500,Горьковская,Автозаводская линия,4-к квартира,120.0,7,10,1569316800,5 дней назад,56.31428199999999,44.018347,603024,Советский район,No
2,Yes,70,400,Двигатель Революции,Автозаводская линия,2-к квартира,48.0,2,5,1569311280,5 дней назад,56.28003199999999,43.926683000000004,603076,Ленинский район,No
3,No,0,1400,Парк Культуры,Автозаводская линия,1-к квартира,35.0,10,10,1569314760,5 дней назад,56.251512,43.845017,603138,Автозаводский район,No
2,Yes,50,2200,Буревестник,Сормовская линия,2-к квартира,47.0,5,5,1569311880,5 дней назад,56.314312,43.90242,603028,Канавинский район,No
3,Yes,50,2800,Буревестник,Сормовская линия,3-к квартира,80.0,4,9,1569310260,5 дней назад,56.35396899999999,43.865777,603003,Сормовский район,No
3,No,0,800,Стрелка,Сормовская линия,1-к квартира,43.0,10,17,1569313380,5 дней назад,56.341967000000004,43.945,603159,Канавинский район,No
3,No,0,700,Двигатель Революции,Автозаводская линия,1-к квартира,42.0,3,9,1569312360,5 дней назад,56.270210999999996,43.922183000000004,603073,Ленинский район,No
4,No,0,5200,Горьковская,Автозаводская линия,2-к квартира,62.0,2,10,1569315180,5 дней назад,56.303352000000004,44.076477000000004,603163,Нижегородский район,No
3,Yes,0,800,Чкаловская,Автозаводская линия,2-к квартира,42.0,4,4,1569311580,5 дней назад,56.306183,43.943482,603011,Ленинский район,No
2,Yes,50,2000,Бурнаковская,Сормовская линия,2-к квартира,48.0,2,5,1569309420,5 дней назад,56.31371800000001,43.888135999999996,603028,Канавинский район,No
3,No,70,3300,Ленинская,Автозаводская линия,2-к квартира,72.0,2,6,1569312240,5 дней назад,56.281721,43.98254,603081,Советский район,No
4,Yes,70,5300,Горьковская,Автозаводская линия,1-к квартира,40.5,24,25,1569315300,5 дней назад,56.307171999999994,44.080385,603093,Нижегородский район,No
1,Yes,0,11300,Буревестник,Сормовская линия,2-к квартира,41.0,2,2,1569309240,5 дней назад,56.39184,43.741954,603051,Сормовский район,No
4,Yes,70,800,Горьковская,Автозаводская линия,2-к квартира,62.0,6,10,1569314160,5 дней назад,56.309389,44.00472,603105,Советский район,No
1,No,0,6700,Буревестник,Сормовская линия,1-к квартира,33.0,7,9,1569308100,5 дней назад,56.37155500000001,43.800551,603158,Сормовский район,Yes
3,No,75,1000,Горьковская,Автозаводская линия,2-к квартира,50.0,10,12,1568983680,1 неделю назад,56.31734300000001,44.009265,603006,Нижегородский район,No
1,Yes,50,1600,Парк Культуры,Автозаводская линия,1-к квартира,30.0,3,5,1568978340,1 неделю назад,56.228885999999996,43.872371,603147,Автозаводский район,No
2,No,0,2500,Горьковская,Автозаводская линия,1-к квартира,34.0,5,9,1568977980,1 неделю назад,56.29157900000001,43.98899,603057,Советский район,No
2,Yes,50,1300,Автозаводская,Автозаводская линия,2-к квартира,47.0,3,5,1568980320,1 неделю назад,56.267602000000004,43.892053000000004,603053,Автозаводский район,No
1,Yes,50,6600,Буревестник,Сормовская линия,1-к квартира,42.0,6,11,1568977020,1 неделю назад,56.361523999999996,43.797245000000004,603139,Сормовский район,No
4,Yes,50,1900,Горьковская,Автозаводская линия,3-к квартира,65.0,5,6,1568980620,1 неделю назад,56.31265500000001,44.025498,603105,Советский район,No
2,No,0,6300,Буревестник,Сормовская линия,1-к квартира,46.0,4,10,1568982060,1 неделю назад,56.36599200000001,43.808203999999996,603158,Сормовский район,No
1,Yes,50,100,Пролетарская,Автозаводская линия,1-к квартира,35.0,5,9,1568974320,1 неделю назад,56.262377,43.884417,603065,Автозаводский район,No
3,Yes,0,700,Двигатель Революции,Автозаводская линия,1-к квартира,39.8,2,18,1568979300,1 неделю назад,56.27413000000001,43.931723,603061,Ленинский район,No
2,No,0,2700,Горьковская,Автозаводская линия,1-к квартира,31.2,3,4,1568974740,1 неделю назад,56.293682,44.020179999999996,603146,Советский район,No
2,Yes,60,5000,Комсомольская,None,1-к квартира,43.0,3,10,1568974560,1 неделю назад,56.223296,43.95198,603137,Приокский район,No
4,Yes,70,2300,Горьковская,Автозаводская линия,2-к квартира,47.0,3,9,1568986380,1 неделю назад,56.317333,44.030879,603024,Советский район,No
4,Yes,70,5000,Горьковская,Автозаводская линия,1-к квартира,46.0,4,8,1568981040,1 неделю назад,56.303137,44.07304600000001,603163,Нижегородский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,4-к квартира,250.0,2,5,1568985540,1 неделю назад,56.313204000000006,44.00065,603000,Нижегородский район,No
4,Yes,70,1200,Горьковская,Автозаводская линия,3-к квартира,70.0,6,9,1568975280,1 неделю назад,56.321067000000006,44.00949,603006,Нижегородский район,No
4,Yes,70,4300,Горьковская,Автозаводская линия,1-к квартира,44.0,7,17,1568980980,1 неделю назад,56.28530799999999,44.042251,603162,Советский район,No
4,Yes,70,500,Горьковская,Автозаводская линия,2-к квартира,80.0,7,11,1568981040,1 неделю назад,56.309774,43.994766,603000,Нижегородский район,No
4,Yes,70,1000,Горьковская,Автозаводская линия,2-к квартира,80.0,7,11,1568983980,1 неделю назад,56.320023,44.006265,603006,Нижегородский район,No
1,Yes,60,4200,Буревестник,Сормовская линия,1-к квартира,31.0,2,5,1568967480,1 неделю назад,56.35555,43.835998,603096,Сормовский район,No
4,Yes,70,600,Горьковская,Автозаводская линия,1-к квартира,47.0,5,18,1568980980,1 неделю назад,56.313628,43.984165999999995,603000,Нижегородский район,No
4,Yes,50,1400,Горьковская,Автозаводская линия,3-к квартира,82.0,4,4,1568976180,1 неделю назад,56.316729,44.017494,603006,Нижегородский район,No
2,Yes,60,1600,Комсомольская,Автозаводская линия,1-к квартира,31.0,2,9,1568965260,1 неделю назад,56.265021999999995,43.876342,603095,Автозаводский район,No
4,Yes,70,1100,Горьковская,None,Студия,44.0,14,17,1568979480,1 неделю назад,56.313503000000004,44.008241,603115,Нижегородский район,No
3,No,0,1000,Горьковская,Автозаводская линия,2-к квартира,54.0,8,8,1568971260,1 неделю назад,56.31424200000001,44.011556,603105,Советский район,No
2,Yes,0,5000,Автозаводская,Автозаводская линия,1-к квартира,45.0,5,10,1568970960,1 неделю назад,56.222995999999995,43.954019,603137,Приокский район,No
2,Yes,60,1100,Парк Культуры,Автозаводская линия,1-к квартира,37.0,2,10,1568966460,1 неделю назад,56.245775,43.84349,603101,Автозаводский район,No
1,Yes,65,1900,Парк Культуры,Автозаводская линия,2-к квартира,40.0,2,2,1568964300,1 неделю назад,56.24308900000001,43.829423,603142,Автозаводский район,No
1,Yes,75,2800,Парк Культуры,Автозаводская линия,Студия,23.0,5,17,1568962740,1 неделю назад,56.216875,43.865229,603083,Автозаводский район,No
3,Yes,50,2400,Горьковская,Автозаводская линия,1-к квартира,35.0,7,9,1568972640,1 неделю назад,56.317053,44.033457,603024,Советский район,No
2,Yes,65,500,Парк Культуры,Автозаводская линия,1-к квартира,40.0,2,5,1568964960,1 неделю назад,56.246166,43.861995,603004,Автозаводский район,No
4,Yes,70,1800,Горьковская,Автозаводская линия,2-к квартира,70.0,7,10,1568978880,1 неделю назад,56.31493100000001,44.023584,603024,Советский район,No
4,Yes,60,1500,Горьковская,Автозаводская линия,1-к квартира,47.0,12,15,1568976180,1 неделю назад,56.31001800000001,44.018383,603115,Советский район,No
4,Yes,50,400,Горьковская,Автозаводская линия,4-к квартира,300.0,4,5,1568979060,1 неделю назад,56.313204000000006,44.00065,603000,Нижегородский район,No
4,No,0,2400,Горьковская,Автозаводская линия,3-к квартира,63.2,1,9,1568962740,1 неделю назад,56.301164,44.025237,603105,Советский район,No
3,Yes,0,4400,Горьковская,Автозаводская линия,1-к квартира,34.0,5,12,1568966580,1 неделю назад,56.312989,44.065787,603093,Нижегородский район,No
3,Yes,70,1000,Комсомольская,Автозаводская линия,2-к квартира,45.0,6,9,1568962500,1 неделю назад,56.26088299999999,43.882836,603065,Автозаводский район,No
4,Yes,60,5400,Горьковская,Автозаводская линия,1-к квартира,42.0,6,9,1568975460,1 неделю назад,56.3004,44.078139,603163,Нижегородский район,No
3,No,70,5000,Горьковская,Автозаводская линия,1-к квартира,40.9,3,13,1568966640,1 неделю назад,56.303107,44.074195,603163,Нижегородский район,No
4,Yes,50,800,Горьковская,Автозаводская линия,2-к квартира,74.0,16,18,1568977020,1 неделю назад,56.309124,44.003714,603105,Советский район,No
4,Yes,50,2400,Горьковская,Автозаводская линия,2-к квартира,80.0,3,5,1568975220,1 неделю назад,56.322779000000004,44.02998,603155,Нижегородский район,No
4,Yes,70,1500,Горьковская,Автозаводская линия,2-к квартира,70.0,3,12,1568971920,1 неделю назад,56.315121,44.019731,603024,Советский район,No
4,Yes,50,1600,Горьковская,Автозаводская линия,3-к квартира,96.0,4,5,1568975160,1 неделю назад,56.325364,44.00975,603600,Нижегородский район,No
4,Yes,40,1700,Горьковская,Автозаводская линия,3-к квартира,70.0,7,14,1568975340,1 неделю назад,56.316593999999995,44.02159,603024,Советский район,No
3,No,50,4800,Горьковская,Автозаводская линия,1-к квартира,41.5,8,10,1568970000,1 неделю назад,56.294681000000004,44.064296,603163,Нижегородский район,No
2,Yes,60,1500,Буревестник,Сормовская линия,2-к квартира,47.0,6,9,1568959260,1 неделю назад,56.33003100000001,43.8745,603157,Московский район,No
4,Yes,0,5400,Горьковская,Автозаводская линия,3-к квартира,102.0,11,17,1568970000,1 неделю назад,56.29186800000001,44.073260999999995,603163,Нижегородский район,No
1,Yes,0,1300,Парк Культуры,Автозаводская линия,1-к квартира,32.0,2,5,1567775580,3 недели назад,56.231078000000004,43.850138,603083,Автозаводский район,No
2,Yes,40,4200,Горьковская,Автозаводская линия,2-к квартира,50.0,2,9,1567792020,3 недели назад,56.298692,44.056535,603163,Нижегородский район,No
3,Yes,70,5700,Горьковская,Автозаводская линия,3-к квартира,83.0,8,17,1567773660,3 недели назад,56.264072,44.017771999999994,603136,Советский район,No
4,No,0,1700,Буревестник,Сормовская линия,3-к квартира,80.0,5,10,1567789920,3 недели назад,56.340849,43.910037,603074,Сормовский район,No
4,Yes,70,1700,Горьковская,Автозаводская линия,3-к квартира,115.0,7,9,1567859220,3 недели назад,56.316279,44.021905,603024,Советский район,No
2,Yes,60,700,Заречная,Автозаводская линия,1-к квартира,32.0,2,5,1567770900,3 недели назад,56.291204,43.93484,603140,Ленинский район,No
2,Yes,50,2600,Парк Культуры,Автозаводская линия,1-к квартира,33.0,5,9,1567772340,3 недели назад,56.231198,43.822092,603142,Автозаводский район,No
2,Yes,0,100,Ленинская,Автозаводская линия,1-к квартира,30.0,4,5,1567774500,3 недели назад,56.297996999999995,43.93855,603011,Ленинский район,No
2,No,0,2100,Парк Культуры,Автозаводская линия,1-к квартира,29.0,4,9,1567794360,3 недели назад,56.233934999999995,43.829135,603142,Автозаводский район,No
1,Yes,60,4500,Буревестник,Сормовская линия,1-к квартира,31.0,2,4,1567763880,3 недели назад,56.355101,43.830815,603037,Сормовский район,No
4,No,0,800,Горьковская,Автозаводская линия,Студия,55.0,9,22,1567835580,3 недели назад,56.30755600000001,44.000336,603022,Советский район,No
2,Yes,0,800,Стрелка,Сормовская линия,2-к квартира,45.0,5,9,1567763160,3 недели назад,56.333988,43.937436,603070,Канавинский район,No
2,Yes,0,5600,Буревестник,Сормовская линия,2-к квартира,45.0,2,5,1567763220,3 недели назад,56.36450600000001,43.820637,603128,Сормовский район,No
4,Yes,70,1700,Горьковская,Автозаводская линия,2-к квартира,76.0,7,10,1567845420,3 недели назад,56.3159,44.022192,603024,Советский район,No
3,Yes,50,2700,Буревестник,Сормовская линия,2-к квартира,45.0,8,9,1567788300,3 недели назад,56.350577,43.86213,603003,Сормовский район,No
3,Yes,50,3500,Горьковская,Автозаводская линия,3-к квартира,70.0,3,5,1567756440,3 недели назад,56.293742,44.037634000000004,603122,Советский район,No
1,Yes,55,1000,Парк Культуры,Автозаводская линия,1-к квартира,35.0,3,5,1567759740,3 недели назад,56.246301,43.846014000000004,603101,Автозаводский район,No
2,Yes,50,100,Пролетарская,Автозаводская линия,2-к квартира,65.0,5,5,1567770360,3 недели назад,56.266707,43.914484,603064,Ленинский район,No
1,Yes,50,1800,Парк Культуры,Автозаводская линия,1-к квартира,35.0,2,9,1567759740,3 недели назад,56.226579,43.86487,603016,Автозаводский район,No
3,Yes,60,100,Канавинская,Сормовская линия,3-к квартира,67.0,5,10,1567756920,3 недели назад,56.32081700000001,43.927438,603074,Московский район,No
3,Yes,50,800,Стрелка,Сормовская линия,3-к квартира,70.0,2,5,1567750260,3 недели назад,56.32928199999999,43.954944,603070,Канавинский район,No
4,Yes,70,1500,Горьковская,Автозаводская линия,2-к квартира,71.0,2,17,1567845420,3 недели назад,56.313738,44.018832,603024,Советский район,No
2,Yes,60,6400,Буревестник,Сормовская линия,1-к квартира,35.0,10,17,1567765020,3 недели назад,56.36170300000001,43.802671000000004,603139,Сормовский район,No
3,Yes,50,2200,Парк Культуры,Автозаводская линия,3-к квартира,70.0,5,9,1567752840,3 недели назад,56.233379000000006,43.828398,603142,Автозаводский район,No
2,Yes,50,1700,Буревестник,Сормовская линия,Студия,18.0,2,10,1567756380,3 недели назад,56.342565,43.915751,603074,Московский район,No
2,Yes,60,1100,Стрелка,Сормовская линия,2-к квартира,47.0,4,9,1567756860,3 недели назад,56.333325,43.932109000000004,603167,Канавинский район,No
2,Yes,60,1000,Ленинская,Автозаводская линия,1-к квартира,34.0,3,9,1567781340,3 недели назад,56.292438,43.949734,603132,Ленинский район,No
2,Yes,50,500,Стрелка,Сормовская линия,2-к квартира,56.0,1,9,1567750380,3 недели назад,56.334862,43.957549,603070,Канавинский район,No
2,No,0,6500,Пролетарская,Автозаводская линия,1-к квартира,33.2,5,5,1567746540,3 недели назад,56.244085,44.011385,603141,Приокский район,No
2,Yes,70,400,Стрелка,Сормовская линия,2-к квартира,56.0,1,9,1567749300,3 недели назад,56.33260600000001,43.94526,603070,Канавинский район,No
1,Yes,60,1700,Парк Культуры,Автозаводская линия,1-к квартира,32.0,1,5,1567750500,3 недели назад,56.226779,43.86681,603147,Автозаводский район,No
3,No,60,4500,Горьковская,Автозаводская линия,3-к квартира,68.0,9,9,1567757100,3 недели назад,56.283375,44.043985,603162,Советский район,No
2,Yes,50,3800,Автозаводская,Автозаводская линия,2-к квартира,48.0,4,9,1567752900,3 недели назад,56.235711,43.950201,603137,Приокский район,No
2,Yes,0,1000,Горьковская,Автозаводская линия,2-к квартира,45.0,5,5,1567749240,3 недели назад,56.309718999999994,43.98113,603000,Советский район,No
4,No,50,3900,Автозаводская,Автозаводская линия,3-к квартира,78.0,8,25,1567752480,3 недели назад,56.238202,43.955115,603107,Приокский район,No
2,Yes,0,5900,Горьковская,Автозаводская линия,1-к квартира,36.0,10,18,1567753140,3 недели назад,56.262221999999994,44.015454999999996,603144,Приокский район,No
2,Yes,50,4200,Горьковская,Автозаводская линия,2-к квартира,42.0,3,5,1567757400,3 недели назад,56.317992000000004,44.063155,603093,Нижегородский район,No
2,Yes,60,900,Парк Культуры,Автозаводская линия,1-к квартира,35.0,4,9,1567769700,3 недели назад,56.235791000000006,43.871167,603016,Автозаводский район,No
2,Yes,70,3400,Горьковская,Автозаводская линия,1-к квартира,38.0,6,9,1567763880,3 недели назад,56.294926000000004,44.038083,603122,Советский район,No
2,Yes,60,5700,Горьковская,Автозаводская линия,2-к квартира,64.0,15,19,1567768740,3 недели назад,56.264067000000004,44.019731,603136,Советский район,No
3,No,0,3500,Горьковская,Автозаводская линия,1-к квартира,31.0,3,5,1567755960,3 недели назад,56.292543,44.037293,603122,Советский район,No
4,Yes,50,3600,Горьковская,Автозаводская линия,2-к квартира,50.0,1,9,1567778760,3 недели назад,56.319858999999994,44.051747,603093,Нижегородский район,No
3,No,0,5000,Автозаводская,Автозаводская линия,1-к квартира,36.0,4,16,1567755060,3 недели назад,56.233383999999994,43.969668,603152,Приокский район,No
4,Yes,60,1300,Горьковская,Автозаводская линия,5-к квартира,220.0,3,8,1567758480,3 недели назад,56.320413,44.012248,603006,Нижегородский район,No
2,Yes,70,500,Двигатель Революции,Автозаводская линия,2-к квартира,48.0,2,9,1567759380,3 недели назад,56.27405,43.918544,603090,Ленинский район,No
3,No,0,1000,Ленинская,Автозаводская линия,1-к квартира,40.3,21,23,1567771860,3 недели назад,56.300605000000004,43.953121,603132,Ленинский район,No
1,No,60,2100,Буревестник,Сормовская линия,1-к квартира,29.0,8,9,1567714080,3 недели назад,56.317388,43.877159000000006,603047,Канавинский район,No
2,Yes,50,700,Стрелка,Сормовская линия,1-к квартира,46.0,8,17,1567759440,3 недели назад,56.341887,43.949760999999995,603159,Канавинский район,No
3,No,60,5900,Горьковская,Автозаводская линия,2-к квартира,53.4,8,19,1567720920,3 недели назад,56.262292,44.019371,603136,Приокский район,No
2,Yes,50,6500,Буревестник,Сормовская линия,Студия,20.0,6,17,1567693560,3 недели назад,56.361883,43.799607,603139,Сормовский район,No
1,Yes,50,1400,Парк Культуры,Автозаводская линия,2-к квартира,43.0,2,3,1568803980,1 неделю назад,56.24291899999999,43.837058,603142,Автозаводский район,No
2,Yes,50,900,Парк Культуры,Автозаводская линия,2-к квартира,45.0,2,5,1568804280,1 неделю назад,56.233484,43.856992,603077,Автозаводский район,No
4,Yes,50,2100,Горьковская,Автозаводская линия,2-к квартира,72.0,9,9,1568822100,1 неделю назад,56.317308,44.027851,603024,Советский район,No
2,Yes,50,1700,Буревестник,Сормовская линия,1-к квартира,36.0,1,5,1568800680,1 неделю назад,56.32393199999999,43.871103999999995,603047,Московский район,No
